,产权比率,保守速动比率,净利润同比增长率,净资产收益率,净资产收益率-摊薄,基本每股收益(元),存货周转天数(天),存货周转率(次),应收账款周转天数(天),扣非净利润同比增长率,每股净资产(元),每股未分配利润(元),每股经营现金流(元),每股资本公积金(元),流动比率,营业周期(天),营业总收入同比增长率,资产负债率,速动比率,销售净利率,销售毛利率,类别
573,0.36,2.43,0.18460000000000001,0.0291,0.028900000000000002,0.19,47.1,3.82,75.46,0.4279,6.53,2.04,-0.3,3.25,2.97,122.56,0.2559,0.2622,2.43,0.0391,0.10710000000000001,0
462,1.49,1.25,1.88,0.09820000000000001,0.0965,0.2077,98.91,1.82,40.6,1.7733,2.1,0.44,0.26,0.24,1.32,139.51,0.1454,0.5502,0.94,0.0886,0.45130000000000003,0
672,1.37,1.11,0.2254,0.2112,0.1953,0.8595,39.39,9.14,63.95,0.20809999999999998,4.4,2.84,0.39,0.1,1.51,103.35,0.1734,0.5677,1.11,0.0421,0.0741,0
186,0.83,0.69,0.1566,0.1155,0.1085,0.8526,110.36,2.45,22.21,0.1522,7.69,3.87,1.11,2.48,1.83,132.57,0.1575,0.4531,0.69,0.0632,0.38789999999999997,0
1451,2.02,0.43,0.1243,0.0885,0.0759,0.88,99.11,1.82,32.57,0.1679,11.56,5.72,1.77,4.52,0.88,131.68,0.2024,0.6495000000000001,0.43,0.056600000000000004,0.3272,0
1064,2.22,1.09,0.22719999999999999,0.1681,0.1568,1.85,38.3,9.4,114.47,0.17620000000000002,11.81,4.98,-0.95,5.28,1.35,152.77,0.1507,0.6839,1.09,0.0348,0.0868,0
1448,2.12,0.47,0.1446,0.0986,0.09630000000000001,1.05,86.46,3.12,29.8,0.1888,10.82,4.99,3.25,4.51,0.85,116.26,0.2213,0.6620999999999999,0.47,0.0518,0.32789999999999997,0
1506,2.74,0.82,0.17620000000000002,0.0634,0.0637,0.39,46.67,3.86,89.91,0.1894,6.19,3.02,-0.76,1.85,1.21,136.57,0.1746,0.7279000000000001,0.82,0.0177,0.0776,0
1233,1.81,0.53,0.2804,0.26780000000000004,0.1787,0.37,123.22,2.92,21.16,0.2082,4.78,0.98,0.95,2.69,1.23,144.38,0.2779,0.6429,0.53,0.0454,0.3663,0
48,0.67,0.26,-0.4832,0.0077,0.0077,0.05,436.68,0.62,70.21,-0.9328,6.86,1.9,-0.29,3.83,1.3,506.89,-0.08460000000000001,0.3935,0.26,0.0194,0.2736,1
1437,1.73,0.47,0.16940000000000002,0.1558,0.1459,1.27,85.97,4.19,31.07,0.14859999999999998,11.97,5.87,3.6,4.79,0.95,117.04,0.23149999999999998,0.6096,0.48,0.0527,0.33590000000000003,0
592,1.87,1.18,0.4339,0.0296,0.028999999999999998,0.22,40.64,2.21,124.33,0.42579999999999996,7.48,3.2,-1.14,2.94,1.48,164.96,0.42450000000000004,0.5668,1.18,0.0392,0.1199,0
1216,1.9,0.76,0.0661,0.1107,0.10300000000000001,0.57,81.35,4.43,147.57,0.0594,5.34,2.55,0.56,1.68,1.12,228.92,0.0024,0.5991,0.83,0.0713,0.2704,0
1441,1.51,0.42,0.22089999999999999,0.15869999999999998,0.1448,1.54,82.99,4.34,28.65,0.1405,10.5,5.24,3.54,3.88,0.9,111.64,0.1975,0.5740999999999999,0.42,0.0547,0.3206,0
1410,0.63,0.79,-0.3774,0.0078000000000000005,0.0076,0.0281,61.72,1.46,29.46,-0.37689999999999996,3.7,1.42,-0.22,0.29,1.47,91.18,0.18460000000000001,0.3846,0.79,0.016,0.15960000000000002,0
668,1.5,0.97,0.23800000000000002,0.19920000000000002,0.187,0.7014,41.28,8.72,61.64,0.3004,3.75,2.28,0.39,0.09,1.49,102.92,0.22,0.59,0.97,0.04,0.0661,0
1450,2.07,0.42,0.20489999999999997,0.0436,0.0432,0.5,100.02,0.9,32.42,0.302,11.54,5.67,1.45,4.52,0.85,132.44,0.3139,0.6557,0.42,0.062,0.33,0
817,1.1,0.5,0.1041,0.24280000000000002,0.1725,1.26,122.67,2.93,11.0,0.07919999999999999,6.88,3.26,1.6,2.42,1.35,133.66,0.18289999999999998,0.5186999999999999,0.5,0.064,0.40259999999999996,0
1211,1.86,0.83,0.2005,0.109,0.1065,0.5,86.4,3.13,138.57,0.222,4.73,1.98,0.24,1.68,1.18,224.97,0.1975,0.5926,0.83,0.0859,0.2647,0
1408,0.68,1.07,-0.3764,0.0475,0.0482,0.1612,70.16,3.85,39.2,-0.5778,3.35,1.36,0.12,0.29,1.62,109.36,-0.16579999999999998,0.4014,1.07,0.0361,0.17800000000000002,0
1166,0.55,1.05,0.6517000000000001,0.0323,0.0317,0.1278,61.64,2.92,64.21,0.6566,4.03,1.11,-0.02,1.61,1.67,125.85,0.0596,0.35090000000000005,1.05,0.0352,0.15710000000000002,0
1154,0.45,1.58,0.054400000000000004,0.0285,0.027999999999999997,0.1012,58.26,3.09,71.3,0.022400000000000003,7.23,1.6,-0.18,4.41,2.21,129.56,0.0207,0.30879999999999996,1.58,0.0342,0.1485,0
548,2.15,0.45,-0.5163,0.015300000000000001,0.0151,0.46,117.23,0.77,21.42,-0.4181,27.92,11.68,-0.4,14.54,0.96,138.65,0.24280000000000002,0.6843,0.45,0.0196,0.33490000000000003,0
676,1.19,1.21,0.1729,0.2444,0.1946,1.008,34.0,10.59,66.69,0.1822,5.18,3.5,0.46,0.06,1.63,100.69,0.1445,0.534,1.21,0.0432,0.0791,0
958,1.06,1.08,-0.7423000000000001,0.026600000000000002,0.023700000000000002,0.05,58.75,3.06,49.99,0.1841,1.91,0.36,0.03,0.06,1.51,108.73,-0.0124,0.5119,1.08,0.025,0.20879999999999999,0
1144,1.25,0.77,0.4966,0.0591,0.0584,0.25,67.77,5.31,60.56,0.6349,4.31,1.07,-0.03,1.99,1.24,128.33,0.1438,0.551,0.77,0.0195,0.1276,0
1472,1.12,1.34,0.0527,0.031,0.030699999999999998,0.26,49.44,5.46,166.66,0.0966,8.35,2.51,-1.24,4.82,1.73,216.09,0.1859,0.5147999999999999,1.35,0.0252,0.12560000000000002,0
181,0.83,0.86,0.353,0.0762,0.0766,0.5151,113.28,1.59,28.1,0.35619999999999996,6.72,2.97,0.08,2.48,2.03,141.38,0.1753,0.45189999999999997,0.86,0.0681,0.4182,0
1502,3.21,0.79,0.0722,0.07,0.0694,0.37,47.72,3.77,94.41,0.0571,5.73,3.05,-0.34,1.41,1.14,142.13,0.0058,0.7531,0.79,0.018000000000000002,0.0805,0
1407,0.7,1.13,-0.22,0.0353,0.0356,0.1163,72.33,2.49,35.93,-0.5217,3.27,1.32,0.14,0.29,1.65,108.26,-0.2636,0.4078,1.13,0.041100000000000005,0.1881,0
826,0.91,0.63,0.5228,0.061500000000000006,0.0591,0.43,94.14,0.96,9.3,0.5268999999999999,8.67,4.12,0.59,3.24,1.36,103.44,0.3039,0.47229999999999994,0.63,0.08470000000000001,0.3784,0
688,1.31,1.47,0.1528,0.1606,0.13949999999999999,1.5504,21.04,17.11,57.95,0.8848999999999999,10.67,6.04,1.4,3.05,1.75,79.0,0.0484,0.5311,1.47,0.0369,0.0781,0
1063,2.23,1.07,0.2509,0.13,0.12359999999999999,1.4,40.4,6.68,123.52,0.17170000000000002,11.37,4.69,-4.58,5.28,1.35,163.93,0.1502,0.6859000000000001,1.07,0.0352,0.08710000000000001,0
1136,0.85,0.9,0.45299999999999996,0.0362,0.0355,0.142,54.17,6.65,60.41,0.1177,3.99,0.74,0.21,2.02,1.37,114.59,0.1467,0.446,0.9,0.015600000000000001,0.1219,0
1197,1.01,0.96,0.21600000000000003,0.0169,0.0168,0.06,121.13,0.74,130.08,0.1318,9.98,4.06,-0.43,4.66,1.57,251.21,0.2939,0.5004,0.96,0.0437,0.2492,0
694,1.13,1.52,0.1866,0.0794,0.0779,0.9872,31.68,5.68,86.55,0.1464,12.67,7.91,0.9,3.07,1.88,118.23,0.1199,0.4936,1.52,0.0414,0.085,0
709,0.93,1.1,0.10859999999999999,0.0287,0.028300000000000002,0.5493,33.65,2.67,46.08,0.1199,19.39,14.44,-1.52,3.11,2.05,79.73,0.015,0.4557,1.72,0.0401,0.077,0
1274,1.33,1.6,0.39759999999999995,0.1244,0.1293,0.576,45.5,3.96,99.3,0.3121,4.2,2.14,0.57,0.78,2.04,144.8,-0.025699999999999997,0.5735,1.64,0.0805,0.2964,0
322,1.81,0.93,0.15410000000000001,0.0183,0.015600000000000001,0.0795,46.18,1.95,39.75,0.2118,4.5,1.1,-1.59,2.3,1.5,85.92,0.21059999999999998,0.6355,0.93,0.0116,0.0662,0
1479,4.09,0.84,0.1963,0.21660000000000001,0.1955,1.13,31.95,11.27,88.77,0.2014,5.76,3.05,-0.8,1.49,1.09,120.72,0.1776,0.8026000000000001,0.84,0.019799999999999998,0.08539999999999999,0
1493,2.64,0.83,0.39520000000000005,0.0216,0.0215,0.17,42.22,2.13,84.65,0.4253,11.74,5.18,-4.2,5.07,1.24,126.87,0.6033,0.7118000000000001,0.83,0.0139,0.075,0
1223,2.45,0.84,-0.048799999999999996,0.08470000000000001,0.0812,0.53,75.37,3.58,156.12,-0.0867,6.31,3.56,-1.2,1.58,1.21,231.49,0.14980000000000002,0.654,0.91,0.0665,0.2615,0
1513,3.03,0.84,0.1137,0.028900000000000002,0.0285,0.21,49.56,1.82,108.64,0.11230000000000001,7.21,4.04,0.29,1.69,1.21,158.2,0.044000000000000004,0.7479,0.84,0.016200000000000003,0.0748,0
653,1.29,1.06,0.221,0.0,0.0654,0.1214,31.62,2.85,54.73,0.2228,3.71,1.72,0.34,0.65,1.47,86.35,0.16949999999999998,0.5529,1.06,0.0473,0.0929,0
837,2.25,0.62,0.309,0.1787,0.16670000000000001,1.09,102.18,3.52,14.88,0.4057,6.34,3.35,3.96,1.62,1.1,117.06,0.26780000000000004,0.6706,0.62,0.0508,0.37799999999999995,0
134,1.36,1.52,-0.7813,0.1258,0.11109999999999999,0.14,260.39,1.04,55.51,0.21109999999999998,6.36,2.7,0.26,2.36,2.23,315.91,0.3031,0.5756,1.52,0.1506,0.3037,1
323,2.05,0.92,0.17600000000000002,0.0323,0.0291,0.1394,46.59,3.86,40.31,0.2118,4.46,1.06,-1.06,2.3,1.41,86.9,0.2321,0.6625,0.92,0.0106,0.0669,0
586,2.02,1.06,1.3984,0.1613,0.1545,0.81,42.45,6.36,114.02,0.3031,5.22,2.46,-1.56,1.49,1.31,156.47,0.5962,0.6335000000000001,1.06,0.0625,0.1175,0
661,1.37,1.57,-0.11810000000000001,0.0462,0.0451,0.1287,32.32,2.78,57.66,-0.1343,2.85,1.46,-0.33,0.12,1.94,89.97,0.1617,0.5704,1.57,0.039,0.0815,0
1298,1.19,0.89,0.304,0.0875,0.0814,0.761,85.82,2.1,22.16,0.312,9.12,3.3,0.78,4.78,1.77,107.99,0.2465,0.5323,0.89,0.0736,0.38079999999999997,0
448,0.77,0.96,-0.7713,0.02,0.02,0.0392,110.65,3.25,46.32,-1.1345,2.04,0.21,0.49,0.61,1.17,156.97,-0.034300000000000004,0.43420000000000003,0.78,0.020099999999999996,0.2815,0
1333,1.71,0.38,-0.4304,0.0747,0.07200000000000001,0.08,154.52,2.33,23.02,-0.0941,1.11,-4.41,0.16,4.33,0.83,177.54,0.8103,0.6315,0.29,0.026600000000000002,0.2299,0
825,1.02,0.57,0.32170000000000004,0.2039,0.16570000000000001,1.11,105.21,3.42,10.22,0.35479999999999995,7.77,3.65,3.17,2.81,1.37,115.43,0.2576,0.5005,0.57,0.0625,0.3948,0
941,2.13,0.49,-0.1041,0.0481,0.0437,0.06,60.62,1.48,46.27,-0.6507999999999999,1.45,-0.2,-0.006,0.52,0.84,106.89,0.083,0.669,0.49,0.064,0.255,0
1421,0.68,0.83,0.1884,0.1365,0.1084,0.98,103.02,3.49,28.87,0.1989,8.31,3.08,0.96,4.06,1.56,131.89,0.15869999999999998,0.3969,0.83,0.0608,0.3722,0
1241,1.02,0.54,0.9459000000000001,0.15259999999999999,0.1423,0.59,84.59,4.26,18.2,1.2754,4.17,1.42,0.64,1.64,1.31,102.8,0.33840000000000003,0.5025,0.54,0.0473,0.3011,0
452,0.92,0.95,0.7592,0.0332,0.0317,0.069,89.43,4.03,48.72,6.9110000000000005,2.17,0.26,0.28,0.67,0.98,138.15,0.0169,0.4796,0.72,0.0348,0.2781,0
546,1.68,0.66,0.14730000000000001,0.11109999999999999,0.109,2.31,98.71,2.74,16.12,0.1928,25.91,10.11,7.88,14.46,1.13,114.83,0.1507,0.629,0.66,0.053099999999999994,0.35340000000000005,0
175,1.41,0.81,0.0206,0.1496,0.1416,0.6788,117.62,3.06,21.01,0.021400000000000002,4.8,2.44,0.37,1.11,1.62,138.63,0.1744,0.5846,0.81,0.056600000000000004,0.4128,0
1279,0.7,0.57,0.2968,0.10289999999999999,0.092,0.425,83.6,3.23,17.29,0.2805,8.51,1.88,0.97,5.52,1.86,100.89,0.2414,0.40990000000000004,0.57,0.0641,0.40009999999999996,0
1505,2.68,0.82,0.2608,0.027200000000000002,0.0269,0.17,47.5,1.89,89.37,0.3146,6.19,2.99,-1.31,1.88,1.22,136.86,0.23929999999999998,0.7223,0.83,0.0147,0.0759,0
1068,0.95,1.58,0.5405,0.1149,0.10060000000000001,2.34,40.03,8.99,124.8,0.5523,22.41,5.38,0.76,15.38,1.91,164.83,0.1616,0.4843,1.58,0.0455,0.0941,0
1225,2.41,0.87,0.9609000000000001,0.0206,0.0204,0.14,88.87,1.01,244.23,0.9456,6.66,3.88,-0.22,1.59,1.17,333.1,0.0044,0.6526000000000001,0.87,0.0548,0.2698,0
464,1.16,0.98,0.4935,0.2544,0.2284,0.5606,100.61,3.58,35.1,0.6169,2.47,0.7,0.49,0.25,1.36,135.7,0.16879999999999998,0.5072,0.98,0.1035,0.47350000000000003,0
1150,0.48,1.63,0.3381,0.0287,0.028399999999999998,0.19,59.01,3.05,63.89,0.32789999999999997,6.77,1.22,-0.43,4.35,2.3,122.9,0.0788,0.32159999999999994,1.63,0.032799999999999996,0.1462,0
552,2.56,0.36,1.4366999999999999,0.0292,0.0287,0.77,134.41,0.67,23.0,1.1268,26.84,11.06,3.35,14.04,0.93,157.41,0.4941,0.7204999999999999,0.36,0.0348,0.3261,0
1175,0.55,1.01,0.1865,0.0455,0.0446,0.1987,68.36,3.95,56.11,0.1353,4.45,1.53,-0.13,1.61,1.77,124.48,0.1575,0.3518,1.01,0.0286,0.2152,0
317,2.17,0.76,0.10310000000000001,0.0968,0.09,0.29,51.84,6.94,15.9,0.1837,3.23,0.86,-0.26,1.29,1.44,67.74,0.188,0.6733,0.76,0.013999999999999999,0.0641,0
1360,0.87,0.82,1.1414,0.0,0.08439999999999999,0.2055,67.92,3.98,26.67,0.1751,2.44,0.31,0.2,1.07,1.38,94.58,0.10060000000000001,0.4657,0.82,0.0415,0.1727,0
1364,0.85,0.87,-0.3423,0.0525,0.053,0.0965,68.06,3.97,30.15,0.2488,2.55,0.38,0.18,1.08,1.43,98.21,0.06,0.4559,0.87,0.025099999999999997,0.1726,0
1180,0.54,1.39,-0.5775,0.0521,0.0513,0.27,68.77,5.24,51.18,0.07339999999999999,5.21,2.15,0.46,1.61,2.13,119.95,0.060599999999999994,0.3477,1.46,0.027000000000000003,0.214,0
1172,0.48,1.11,0.1605,0.0508,0.049800000000000004,0.21,63.24,5.69,57.17,0.2958,4.26,1.36,0.08,1.61,1.88,120.4,0.10869999999999999,0.3193,1.11,0.025099999999999997,0.20670000000000002,0
1487,1.93,0.91,0.0271,0.0661,0.059000000000000004,0.65,41.52,6.5,95.64,0.1131,10.4,4.02,-5.3,5.07,1.33,137.16,0.0755,0.6566,0.91,0.0152,0.0741,0
1179,0.52,1.35,0.051399999999999994,0.0405,0.0401,0.2089,73.09,3.69,53.0,-0.0688,5.21,2.1,0.15,1.61,2.18,126.09,0.0406,0.337,1.4,0.029500000000000002,0.21289999999999998,0
485,0.98,1.01,0.0796,0.06269999999999999,0.0608,0.2011,136.53,0.66,34.54,0.09269999999999999,3.31,1.64,0.47,0.23,1.44,171.07,0.1084,0.4756,1.01,0.11109999999999999,0.557,0
324,2.02,0.94,0.22699999999999998,0.0446,0.0391,0.19,46.34,5.83,45.23,0.262,4.6,1.1,-1.45,2.37,1.4,91.56,0.2353,0.659,0.94,0.0098,0.0667,0
1218,2.16,0.74,0.8301000000000001,0.0626,0.061900000000000004,0.35,71.25,2.53,138.22,0.866,5.58,2.79,-0.13,1.68,1.12,209.47,0.4725,0.6269,0.83,0.0746,0.2672,0
1110,0.77,1.67,-0.1839,0.0161,0.016,0.055,67.46,2.67,70.27,-0.21600000000000003,3.47,0.41,0.1,1.84,1.59,137.73,0.1702,0.4255,1.05,0.0229,0.2167,0
922,7.4,0.44,-8.517100000000001,-0.1747,-0.19260000000000002,-0.09,59.57,3.02,45.28,-0.4607,0.46,-0.72,0.18,0.01,0.44,104.86,-0.10779999999999999,0.8449,0.29,-0.0591,0.12140000000000001,0
589,2.51,1.03,-0.4399,0.0674,0.0666,0.37,38.82,4.64,129.67,0.6103000000000001,5.62,2.79,-0.86,1.49,1.26,168.49,0.5442,0.6504000000000001,1.03,0.041100000000000005,0.1326,0
1221,2.3,0.82,-0.5396,0.011899999999999999,0.0118,0.07,83.84,1.07,163.04,-0.574,5.86,3.1,-0.58,1.58,1.19,246.88,0.07339999999999999,0.6436,0.88,0.0368,0.2515,0
398,0.12,4.48,0.7601,0.067,0.0652,0.28,45.96,5.87,86.69,0.7831999999999999,4.3,0.78,0.18,2.44,5.06,132.66,0.39030000000000004,0.10400000000000001,4.48,0.18350000000000002,0.4182,1
936,2.99,0.55,-0.29109999999999997,0.2079,0.16219999999999998,0.16,59.58,6.04,40.52,-1.1678,1.0,-0.37,-0.03,0.25,0.78,100.1,0.217,0.7347,0.55,0.0463,0.2652,0
832,1.85,0.61,-0.0562,0.1457,0.14859999999999998,0.86,107.96,2.5,9.85,-0.1033,6.73,3.48,1.55,2.06,1.22,117.81,0.1775,0.6347999999999999,0.61,0.06709999999999999,0.3825,0
1226,2.44,0.92,0.0967,0.044000000000000004,0.044000000000000004,0.3,82.72,2.18,236.87,0.0637,6.66,3.9,0.02,1.59,1.22,319.59,-0.050300000000000004,0.653,0.92,0.057800000000000004,0.27,0
1034,0.48,1.27,0.2773,0.0131,0.013000000000000001,0.04,126.05,0.71,236.16,0.2053,2.75,0.67,-0.16,0.99,1.69,362.21,0.2837,0.3206,1.27,0.08650000000000001,0.38780000000000003,1
1092,2.05,1.19,0.24420000000000003,0.1226,0.1175,1.94,45.56,7.9,151.14,0.2565,16.06,8.93,1.4,5.47,1.49,196.7,0.1119,0.6579,1.22,0.0398,0.1151,0
1265,1.55,1.13,2.9263,0.056799999999999996,0.0552,0.18,42.81,2.1,89.66,2.7806,3.3,1.66,-0.25,0.44,1.48,132.47,0.6807,0.6039,1.17,0.0521,0.21719999999999998,0
924,10.23,0.28,-7.555499999999999,-0.41729999999999995,-0.41729999999999995,-0.14,72.23,4.98,45.4,0.444,0.39,-0.8,0.23,0.01,0.46,117.63,-0.1285,0.8784000000000001,0.28,-0.052300000000000006,0.20850000000000002,0
394,0.24,2.7,0.9836,0.1048,0.039900000000000005,0.21,72.76,3.71,91.1,0.8848999999999999,8.0,0.96,-0.14,5.87,2.87,163.86,0.9862000000000001,0.1917,2.7,0.1462,0.3958,1
938,2.62,0.49,-0.3367,0.10550000000000001,0.10550000000000001,0.11,56.42,3.19,47.25,0.9942,1.06,-0.26,0.16,0.19,0.73,103.67,-0.062400000000000004,0.7082999999999999,0.49,0.06559999999999999,0.2572,0
1084,1.84,1.24,0.0384,0.1534,0.1396,1.96,40.35,8.92,141.92,0.0141,13.64,6.51,1.83,5.42,1.56,182.26,0.0546,0.6323,1.34,0.0499,0.1244,0
1167,0.53,1.07,0.6888,0.0352,0.0345,0.1392,60.12,4.49,63.06,0.7027,4.04,1.12,0.19,1.61,1.7,123.18,0.059000000000000004,0.34259999999999996,1.07,0.0256,0.1606,0
834,1.93,0.61,0.1282,0.0682,0.06559999999999999,0.49,119.13,0.76,16.3,0.1693,7.17,3.77,0.84,2.07,1.15,135.42,0.1522,0.6382,0.61,0.08199999999999999,0.4154,0
537,2.7,0.44,0.4103,0.3295,0.2908,3.36,98.22,3.67,20.74,0.4341,11.56,6.57,4.86,3.09,1.01,118.95,0.17850000000000002,0.735,0.44,0.048,0.3778,0
1386,0.59,1.15,0.1,0.0178,0.018600000000000002,0.0593,60.93,1.48,28.97,0.1025,3.19,0.62,0.09,0.29,1.92,89.9,0.0169,0.36869999999999997,1.15,0.0308,0.1501,0
822,1.12,0.56,0.252,0.0588,0.0571,0.46,113.58,0.79,10.94,0.2758,8.06,4.33,0.63,2.41,1.2,124.52,0.2677,0.5244,0.56,0.0709,0.39630000000000004,0
951,1.74,0.72,-0.7675,0.0401,0.0388,0.058,67.04,4.03,48.59,-0.8564,1.49,0.18,-0.01,0.17,1.08,115.63,0.016399999999999998,0.6286999999999999,0.72,0.0229,0.2193,0
1260,1.66,1.12,-0.1869,0.1782,0.16390000000000002,0.44,42.14,8.54,76.52,-0.0665,2.71,1.14,0.09,0.43,1.41,118.66,0.3275,0.6194,1.13,0.0435,0.2786,0
1281,0.68,0.72,0.2711,0.0364,0.035699999999999996,0.163,89.71,1.0,22.49,0.2609,4.57,1.24,0.18,2.26,1.73,112.21,0.3034,0.4021,0.72,0.0636,0.3951,0
470,0.82,1.09,0.20190000000000002,0.0926,0.0906,0.314,107.89,1.67,44.38,0.2557,3.46,1.34,-0.46,0.24,1.48,152.26,0.2427,0.4238,1.09,0.1032,0.48979999999999996,0
657,1.61,1.28,0.20170000000000002,0.06480000000000001,0.06269999999999999,0.1459,39.14,2.3,56.19,0.1989,2.33,0.99,0.27,0.12,1.69,95.33,0.1175,0.6085,1.28,0.0506,0.0942,0
1227,2.28,0.95,-0.0738,0.0709,0.0694,0.49,82.96,3.25,231.84,-0.35229999999999995,6.85,4.08,0.32,1.59,1.28,314.8,-0.0974,0.6388,0.95,0.06,0.2584,0
1411,1.73,0.48,0.2779,0.0416,0.0403,0.1487,121.7,1.48,29.81,1.0767,3.69,1.47,-1.32,0.29,1.17,151.5,0.4997,0.6319,0.48,0.035,0.1948,0
1102,0.75,1.81,0.0026,0.0206,0.0206,0.068,58.79,3.06,84.68,0.1378,3.31,0.26,-0.1,1.84,1.72,143.48,0.1069,0.42100000000000004,1.38,0.0335,0.1955,0
177,1.15,0.85,0.1015,0.08410000000000001,0.08289999999999999,0.415,119.38,1.51,25.96,0.10039999999999999,5.01,2.66,-0.27,1.11,1.82,145.33,0.237,0.5337,0.85,0.0592,0.4097,0
359,2.6,0.87,0.0583,0.0564,0.0536,0.47,42.14,4.27,69.31,0.1709,8.2,4.35,0.19,2.61,1.26,111.45,0.1673,0.6909000000000001,0.93,0.0178,0.0842,0
1490,2.21,0.85,0.1653,0.0453,0.0451,0.5,48.46,3.71,88.64,0.0398,10.98,4.5,-5.38,5.07,1.29,137.1,0.0717,0.6826000000000001,0.85,0.018600000000000002,0.0767,0
1423,0.94,0.62,0.20329999999999998,0.0636,0.0634,0.54,99.48,1.81,30.36,0.1844,8.55,3.32,0.73,4.06,1.22,129.84,0.32630000000000003,0.47130000000000005,0.62,0.0601,0.36450000000000005,0
1090,2.13,1.24,0.1204,0.0654,0.0653,1.02,41.52,4.34,158.72,0.1564,15.19,8.01,-0.81,5.46,1.48,200.23,0.1056,0.6670999999999999,1.27,0.0418,0.1199,0
594,2.26,1.1,0.2902,0.0924,0.0882,0.68,40.06,6.74,122.14,0.29469999999999996,7.7,3.41,-0.17,2.94,1.42,162.2,0.3655,0.6079,1.1,0.0384,0.109,0
1489,1.65,0.99,0.0698,0.0168,0.0167,0.18,45.72,1.97,90.08,0.04190000000000001,10.87,4.38,-1.25,5.07,1.39,135.8,0.0113,0.6204,0.99,0.0144,0.07519999999999999,0
987,1.01,1.16,3.6702,0.061200000000000004,0.0593,0.137,39.94,6.76,82.69,4.603899999999999,2.31,1.02,-0.61,0.06,1.4,122.63,0.42969999999999997,0.4986,1.16,0.0501,0.2455,0
1077,1.77,1.12,0.4168,0.041100000000000005,0.0404,0.62,42.18,2.13,148.74,0.36560000000000004,15.35,6.0,-1.18,8.0,1.43,190.91,0.2489,0.6247,1.12,0.0508,0.1201,0
1499,3.13,0.78,0.4415,0.1183,0.1125,0.6,38.4,7.03,78.99,0.4347,5.34,2.66,-2.23,1.44,1.15,117.39,0.3239,0.7476,0.78,0.0177,0.0766,0
1475,1.79,1.01,-0.524,0.0105,0.0105,0.09,59.71,3.01,146.21,-0.5736,8.4,2.56,-0.77,4.82,1.35,205.92,0.268,0.6278,1.03,0.0129,0.1418,0
920,6.59,0.45,1.0070000000000001,0.038,0.038,0.021,70.06,5.14,59.53,0.895,0.56,-0.63,-0.36,0.01,0.51,129.59,-0.5582,0.8343,0.3,0.0069,0.18309999999999998,0
973,0.98,1.15,-0.1404,0.0138,0.0132,0.03,52.97,1.7,43.77,-0.1693,2.15,0.62,0.02,0.06,1.5,96.74,0.038599999999999995,0.4921,1.15,0.027000000000000003,0.2347,0
991,1.04,1.16,-0.4073,0.0346,0.034300000000000004,0.081,48.9,5.52,93.75,-0.3114,2.37,1.08,-0.17,0.06,1.41,142.65,-0.1168,0.5059,1.16,0.0301,0.2126,0
1065,0.91,1.7,0.5476,0.0336,0.0212,0.52,38.19,2.36,130.49,0.5107,21.2,4.38,-3.28,15.38,2.0,168.68,0.22219999999999998,0.4746,1.7,0.0381,0.0913,0
490,0.79,1.07,-1.1502,-0.015600000000000001,-0.015700000000000002,-0.0579,120.7,1.49,73.14,-1.2965,3.68,1.95,0.34,0.23,1.56,193.84,-0.2577,0.4286,1.07,-0.0218,0.3868,0
174,0.97,0.87,0.1288,0.12119999999999999,0.11699999999999999,0.545,115.43,2.34,24.39,0.1208,4.66,2.33,0.1,1.11,1.75,139.82,0.1671,0.4915,0.87,0.06269999999999999,0.4167,0
1191,0.53,1.37,0.3539,0.0366,0.0355,0.2092,77.03,3.51,58.15,0.5918,5.89,2.79,0.38,1.6,2.35,135.18,0.015700000000000002,0.3436,1.41,0.023399999999999997,0.192,0
133,1.36,1.58,-0.7729,0.0858,0.0781,0.099,248.58,0.72,52.98,0.2032,6.11,2.45,0.09,2.35,2.23,301.57,0.2788,0.5754,1.58,0.15289999999999998,0.3017,1
1488,1.56,0.99,0.018000000000000002,0.1491,0.0843,0.95,36.77,9.79,86.18,0.032400000000000005,10.69,4.2,-1.0,5.07,1.41,122.94,0.053899999999999997,0.6075,0.99,0.0167,0.0759,0
1372,0.79,0.94,-0.0032,0.0582,0.0545,0.1191,68.35,3.95,33.41,-0.0054,2.19,0.23,0.16,0.87,1.59,101.75,0.06559999999999999,0.43729999999999997,0.94,0.026699999999999998,0.16519999999999999,0
40,0.65,0.5,-0.2483,0.030899999999999997,0.0305,0.2,541.73,0.5,71.7,-0.2029,6.6,1.68,0.03,3.83,2.23,613.44,0.0499,0.3896,0.5,0.0692,0.3332,1
159,0.88,0.85,0.35509999999999997,0.2553,0.22640000000000002,0.935,87.02,4.14,17.07,0.3335,4.13,2.08,0.81,0.84,1.68,104.09,0.2811,0.4681,0.85,0.064,0.3815,0
1501,3.14,0.76,0.1533,0.0271,0.0278,0.15,51.8,1.74,97.67,0.1268,5.64,2.96,-1.14,1.41,1.14,149.47,-0.0194,0.7492,0.77,0.0147,0.07769999999999999,0
309,1.06,0.72,0.207,0.1664,0.0911,0.27,52.09,6.91,7.75,0.1745,2.73,0.45,-0.79,1.24,1.76,59.84,0.121,0.5075,0.72,0.017,0.06480000000000001,0
