,产权比率,保守速动比率,净利润同比增长率,净资产收益率,净资产收益率-摊薄,基本每股收益(元),存货周转天数(天),存货周转率(次),应收账款周转天数(天),扣非净利润同比增长率,每股净资产(元),每股未分配利润(元),每股经营现金流(元),每股资本公积金(元),流动比率,营业周期(天),营业总收入同比增长率,资产负债率,速动比率,销售净利率,销售毛利率,类别
395,0.12,4.17,0.7442,0.1082,0.0449,0.22,76.89,4.68,93.11,1.2505,8.04,0.99,-0.14,5.87,4.58,170.0,0.6459999999999999,0.1092,4.17,0.12960000000000002,0.3987,1
583,1.25,1.13,0.9962000000000001,0.1133,0.1097,0.54,38.02,9.47,104.9,0.33390000000000003,4.94,1.81,-1.3,1.88,1.49,142.91,0.38770000000000004,0.5326,1.13,0.0414,0.09519999999999999,0
1193,1.39,0.81,0.8226,0.027000000000000003,0.0268,0.18,106.22,0.85,112.28,0.8875,6.87,4.15,-0.88,1.44,1.37,218.5,0.2429,0.5811999999999999,0.81,0.0406,0.2636,0
707,1.02,0.98,0.0999,0.1084,0.10460000000000001,1.8974,31.4,8.6,47.37,0.13119999999999998,18.13,13.18,-0.26,3.11,1.94,78.77,0.0073,0.4777,1.64,0.0447,0.0812,0
820,1.16,0.58,0.129,0.1845,0.1411,1.03,134.78,2.0,10.79,0.0866,7.33,3.69,1.24,2.43,1.22,145.57,0.1886,0.532,0.58,0.065,0.41700000000000004,0
200,1.13,0.83,0.33490000000000003,0.0317,0.031200000000000002,0.4031,109.53,0.82,34.69,0.4683,12.86,7.68,0.62,3.6,1.45,144.22,0.11019999999999999,0.5266,0.83,0.0548,0.33520000000000005,0
1075,1.39,1.21,0.3494,0.1076,0.1039,1.51,41.67,6.48,143.02,0.3481,14.51,5.02,-2.92,8.0,1.62,184.69,0.24,0.5756,1.21,0.0475,0.10289999999999999,0
1254,1.52,1.07,1.5252000000000001,0.26839999999999997,0.2419,0.39,36.43,9.88,58.3,1.2141,1.6,0.17,0.19,0.42,1.29,94.73,0.2685,0.6059,1.07,0.0571,0.33659999999999995,0
542,2.16,0.51,0.37920000000000004,0.2527,0.22440000000000002,3.31,85.42,3.16,16.4,0.265,19.18,14.0,3.55,3.14,1.1,101.82,0.2734,0.6876000000000001,0.51,0.0533,0.33,0
828,0.96,0.7,0.5589999999999999,0.1808,0.17370000000000002,1.1,95.42,2.83,9.52,0.5770000000000001,7.61,3.82,2.05,2.53,1.37,104.93,0.3049,0.4807,0.7,0.0839,0.3858,0
46,0.7,0.45,-0.5613,0.003,0.003,0.02,466.56,0.19,81.46,-1.4103,6.84,1.88,-0.24,3.83,1.81,548.03,-0.0706,0.40270000000000006,0.45,0.024,0.2511,1
1309,1.31,0.68,0.23600000000000002,0.0385,0.0373,0.47,100.6,0.89,26.74,0.20800000000000002,12.49,5.62,1.79,5.67,1.09,127.34,0.26940000000000003,0.5502,0.68,0.0721,0.39659999999999995,0
816,0.99,0.64,0.0949,0.2133,0.1388,0.99,122.67,2.2,10.98,0.0906,6.6,3.02,1.21,2.41,1.49,133.65,0.1568,0.493,0.64,0.0691,0.40270000000000006,0
1293,0.88,0.73,0.45770000000000005,0.0356,0.035,0.391,87.39,1.03,24.25,0.47979999999999995,11.16,3.15,0.53,6.84,1.47,111.63,0.6667000000000001,0.45899999999999996,0.73,0.0672,0.3947,0
1470,0.77,1.86,-0.0256,0.011200000000000002,0.011200000000000002,0.09,48.45,1.86,195.1,0.0007000000000000001,8.22,2.38,-1.32,4.82,2.29,243.55,0.0874,0.4361,1.87,0.030299999999999997,0.12480000000000001,0
985,0.93,1.06,5.0768,0.0159,0.015700000000000002,0.035,60.3,1.49,56.59,-0.3583,2.21,0.91,-0.07,0.06,1.38,116.89,-0.0653,0.47729999999999995,1.06,0.0409,0.2652,0
957,1.15,1.07,-0.8986,0.0097,0.009000000000000001,0.02,51.19,1.76,47.95,-0.1305,1.82,0.33,0.01,0.06,1.44,99.14,0.0288,0.5306000000000001,1.07,0.016,0.218,0
327,2.42,0.87,0.19899999999999998,0.0316,0.030699999999999998,0.16,50.72,3.55,53.07,0.2882,4.95,1.38,-1.71,2.4,1.29,103.79,0.1999,0.6984,0.87,0.0106,0.0735,0
1255,1.52,1.31,0.20629999999999998,0.2616,0.2371,0.47,38.84,9.27,73.54,0.1478,1.98,0.49,0.34,0.42,1.52,112.38,0.0202,0.5989,1.31,0.0674,0.3368,0
1214,2.05,0.85,-0.3628,0.0395,0.0373,0.19,96.97,1.86,169.4,-0.3987,4.96,2.19,0.04,1.68,1.18,266.37,-0.1067,0.6179,0.89,0.059000000000000004,0.2458,0
354,2.56,0.94,-0.4048,0.0196,0.019,0.23,42.16,2.13,78.7,0.1352,11.56,5.88,-1.41,4.4,1.28,120.86,0.07730000000000001,0.6892,0.96,0.013600000000000001,0.0719,0
1383,0.56,1.19,0.1963,0.0322,0.0291,0.104,64.38,2.8,31.88,0.1989,3.58,0.54,0.24,0.29,1.88,96.26,0.0852,0.3555,1.19,0.0296,0.1447,0
182,0.77,0.99,0.3246,0.10880000000000001,0.1061,0.7372,116.0,2.33,27.39,0.3454,6.95,3.19,0.44,2.48,2.13,143.39,0.1815,0.4343,0.99,0.06309999999999999,0.40869999999999995,0
940,2.43,0.45,-0.33039999999999997,0.1038,0.0855,0.11,66.06,5.45,45.91,2.7166,1.29,-0.26,0.19,0.42,0.8,111.96,0.0014000000000000002,0.6957,0.45,0.0315,0.249,0
314,2.12,0.75,0.1464,0.0195,0.0197,0.0587,45.35,1.98,25.18,0.1406,2.98,0.65,-0.69,1.27,1.26,70.53,0.24309999999999998,0.6701,0.75,0.0106,0.0613,0
1220,2.2,0.83,0.1523,0.1139,0.10980000000000001,0.66,73.92,4.87,136.52,0.1492,5.78,3.03,0.64,1.58,1.2,210.44,0.25329999999999997,0.6345000000000001,0.9,0.0675,0.27,0
1365,0.82,0.84,-0.242,0.0732,0.0707,0.14,70.34,5.12,27.37,0.2791,2.69,0.42,0.25,1.17,1.45,97.71,0.1066,0.447,0.84,0.0264,0.175,0
1206,1.98,0.89,0.4997,0.061500000000000006,0.0604,0.25,92.5,1.95,133.26,0.5485,4.12,1.28,0.28,1.77,1.28,225.76,0.5856,0.6182,0.89,0.079,0.2692,0
1178,0.49,1.4,0.026000000000000002,0.0277,0.0276,0.142,72.23,2.49,54.95,-0.0808,5.15,2.03,-0.07,1.61,2.22,127.18,0.0298,0.3267,1.46,0.0308,0.2053,0
593,2.23,1.11,0.2925,0.0639,0.061900000000000004,0.46,40.11,4.49,121.89,0.287,7.48,3.19,-0.27,2.94,1.4,162.01,0.3875,0.6078,1.11,0.0395,0.11539999999999999,0
1413,1.14,1.07,1.9049,0.1648,0.1508,0.64,46.84,7.69,25.18,5.0438,4.27,1.96,0.59,0.29,1.51,72.02,0.8994,0.5299,1.07,0.0541,0.2053,0
1474,1.36,1.15,-0.19640000000000002,0.0088,0.0088,0.07,60.75,1.48,149.18,-0.22390000000000002,8.42,2.58,-0.45,4.82,1.6,209.93,0.3972,0.5609000000000001,1.16,0.0216,0.1491,0
974,1.07,1.4,-0.4639,0.023399999999999997,0.0227,0.05,61.49,2.93,45.08,-0.61,2.08,0.59,0.13,0.06,1.74,106.57,-0.0066,0.5141,1.4,0.0259,0.2352,0
1403,0.89,1.31,0.10210000000000001,0.0458,0.045700000000000005,0.1491,60.33,2.98,24.54,0.4189,3.26,1.17,-0.03,0.29,1.76,84.87,0.3899,0.4683,1.31,0.0388,0.17550000000000002,0
1310,1.23,0.64,0.22329999999999997,0.0795,0.077,0.7,101.87,1.77,28.38,0.21359999999999998,9.06,4.09,1.39,3.78,1.09,130.25,0.2236,0.5353,0.64,0.0746,0.39990000000000003,0
1155,0.48,1.49,-0.2143,0.032799999999999996,0.0322,0.1171,58.87,4.59,73.36,-0.19870000000000002,3.64,0.82,0.05,1.6,2.11,132.23,0.0378,0.3225,1.49,0.026699999999999998,0.1474,0
545,1.63,0.76,0.1017,0.0696,0.0711,1.37,92.34,1.95,15.83,0.1978,24.76,9.05,4.3,14.37,1.2,108.17,0.1283,0.6225,0.76,0.0508,0.35109999999999997,0
597,2.4,1.14,0.23129999999999998,0.0696,0.06849999999999999,0.57,37.47,4.8,122.98,0.2867,8.33,4.0,-1.15,2.94,1.43,160.45,0.2784,0.6148,1.14,0.0377,0.1009,0
1235,0.96,0.61,-0.0379,0.11960000000000001,0.0924,0.33,134.37,2.68,19.74,0.0848,3.36,0.66,0.31,1.64,1.41,154.11,0.163,0.4893,0.61,0.037200000000000004,0.3625,0
575,0.46,2.08,0.3119,0.0603,0.0601,0.2653,35.34,10.19,71.1,0.12539999999999998,4.41,1.33,0.2,1.89,2.43,106.44,0.34259999999999996,0.3094,2.08,0.0354,0.09480000000000001,0
954,1.48,0.69,2.1896,0.1082,0.1045,0.18,59.32,3.03,51.88,-0.6690999999999999,1.68,0.36,0.03,0.18,0.99,111.2,0.0604,0.5922999999999999,0.69,0.0964,0.1956,0
1429,1.23,0.83,0.2489,0.18100000000000002,0.1265,1.38,93.04,3.87,33.02,0.21289999999999998,10.29,4.27,1.73,4.68,1.5,126.06,0.2309,0.5371,0.83,0.0529,0.3531,0
1168,0.48,1.15,0.34909999999999997,0.045899999999999996,0.0446,0.18,58.83,6.12,61.08,0.1635,4.1,1.15,0.15,1.61,1.78,119.91,0.0565,0.3226,1.15,0.024399999999999998,0.16620000000000001,0
908,1.3,1.03,0.0321,0.0622,0.060599999999999994,0.209,45.29,7.95,68.09,0.5912,3.46,0.09,-0.03,1.87,1.06,113.38,0.5147999999999999,0.5445,0.71,0.032,0.1127,0
1143,1.0,0.88,0.353,0.0443,0.0436,0.1874,61.77,4.37,63.78,0.4874,4.3,1.02,-0.25,2.04,1.37,125.56,0.1114,0.4841,0.88,0.0202,0.1272,0
697,1.05,1.42,-0.1902,0.0218,0.0215,0.3075,47.06,1.91,116.54,-0.321,14.29,9.32,-1.52,3.11,1.94,163.6,-0.183,0.47619999999999996,1.48,0.0305,0.0668,0
392,1.41,0.99,0.6598,0.0304,0.03,0.12,73.08,1.23,81.1,0.6494,3.96,1.06,-0.59,1.68,1.21,154.18,1.1945000000000001,0.5828,0.99,0.11960000000000001,0.37829999999999997,1
471,1.26,1.11,0.09609999999999999,0.0,0.1366,0.4982,109.1,2.47,35.6,0.2632,3.65,1.52,-0.22,0.24,1.34,144.71,0.248,0.5305,1.11,0.1054,0.5109,0
1283,0.41,0.98,0.2723,0.0892,0.055,0.484,96.53,2.8,21.02,0.31670000000000004,7.99,1.39,0.5,5.53,2.64,117.55,0.3508,0.2918,0.98,0.060700000000000004,0.3953,0
818,0.93,0.55,0.2539,0.052000000000000005,0.0507,0.37,125.61,0.72,11.22,0.1654,7.26,3.62,0.01,2.42,1.42,136.83,0.1711,0.4769,0.55,0.0716,0.40490000000000004,0
686,1.25,1.49,0.1081,0.08779999999999999,0.0728,0.7851,20.73,8.68,58.66,0.578,9.92,5.35,-0.61,3.05,1.78,79.39,0.0557,0.5192,1.49,0.0369,0.0697,0
474,0.96,1.02,0.1358,0.0975,0.10279999999999999,0.3566,103.08,1.75,47.68,0.17010000000000003,3.47,1.27,0.86,0.24,1.39,150.76,-0.0137,0.4595,1.02,0.1197,0.4322,0
198,1.11,0.8,-0.1133,0.0993,0.0953,1.1424,116.16,2.32,34.61,-0.13419999999999999,11.92,6.72,2.48,3.63,1.42,150.78,0.14550000000000002,0.5224,0.81,0.056100000000000004,0.35240000000000005,0
1308,1.39,0.67,0.4254,0.1582,0.1479,1.76,99.62,3.61,26.44,0.43270000000000003,11.86,5.15,5.43,5.65,1.1,126.05,0.2975,0.5664,0.67,0.0718,0.3953,0
1388,0.59,1.22,0.2805,0.055,0.057300000000000004,0.1864,68.4,3.95,33.09,0.3105,3.25,0.68,0.23,0.29,1.96,101.49,0.0128,0.3671,1.22,0.036000000000000004,0.1563,0
1508,2.98,0.8,0.1472,0.1246,0.12279999999999999,0.79,47.89,7.52,92.15,0.1222,6.41,3.32,-0.96,1.69,1.19,140.04,0.1294,0.7437999999999999,0.8,0.0174,0.0782,0
1419,0.52,1.38,0.1472,0.0882,0.0574,0.54,104.34,1.73,26.74,0.1659,7.86,2.68,0.65,4.06,2.27,131.08,0.127,0.3323,1.38,0.0669,0.3814,0
1496,2.81,0.8,0.381,0.1199,0.1149,0.55,40.05,8.99,78.1,0.41450000000000004,8.16,3.7,0.66,3.07,1.18,118.15,0.37929999999999997,0.7276,0.8,0.016,0.0782,0
577,0.63,1.6,0.33039999999999997,0.0368,0.037000000000000005,0.17,30.01,6.0,75.33,0.2891,4.52,1.35,-0.05,1.98,1.99,105.34,0.5768,0.3784,1.6,0.0339,0.0864,0
1498,3.16,0.76,0.4865,0.0746,0.0727,0.37,38.37,4.69,78.21,0.46509999999999996,5.11,2.43,-1.98,1.44,1.14,116.58,0.3497,0.7495999999999999,0.76,0.017,0.0765,0
194,1.08,0.72,0.2645,0.1241,0.1192,1.2943,110.5,2.44,29.54,0.29059999999999997,10.75,5.74,1.27,3.6,1.41,140.04,0.1363,0.5161,0.73,0.0726,0.38130000000000003,0
1478,3.99,0.86,0.4226,0.2266,0.20309999999999997,0.94,26.96,13.35,77.25,0.41159999999999997,4.64,2.01,-0.34,1.49,1.15,104.21,0.5897,0.7985,0.86,0.0195,0.0768,0
944,1.83,0.56,0.4447,0.11630000000000001,0.1119,0.16,76.72,4.69,46.5,-1.2555,1.42,-0.1,-0.07,0.39,0.9,123.22,-0.08039999999999999,0.6473,0.56,0.049100000000000005,0.23149999999999998,0
1454,3.16,0.81,0.17559999999999998,0.09359999999999999,0.0894,0.27,75.24,2.39,135.84,5.6589,3.04,1.14,-0.76,0.89,1.31,211.07,0.19,0.7598,0.81,0.029500000000000002,0.0946,0
650,1.68,0.82,0.4572,0.14550000000000002,0.1439,0.224,44.81,4.02,57.78,0.4575,3.11,1.19,0.27,0.66,1.35,102.58,0.2669,0.6153,0.82,0.0507,0.0959,0
1396,0.67,1.3,-0.2091,0.0429,0.0446,0.1309,84.99,3.18,38.77,-0.2545,2.93,0.86,0.36,0.29,1.94,123.76,-0.2704,0.3979,1.3,0.034,0.1972,0
1495,2.87,0.81,0.42479999999999996,0.091,0.08960000000000001,0.42,41.09,6.57,82.52,0.41009999999999996,7.91,3.49,-0.42,3.08,1.2,123.61,0.4036,0.7317,0.81,0.0165,0.07730000000000001,0
912,1.3,1.11,-0.3947,0.0355,0.0354,0.127,32.54,11.06,54.07,-0.4729,3.58,0.18,0.19,1.88,1.01,86.61,0.2907,0.5423,0.79,0.0154,0.111,0
360,2.73,0.9,0.0489,0.07690000000000001,0.077,0.65,41.77,6.46,75.35,0.1401,8.41,4.52,0.29,2.61,1.24,117.12,0.1109,0.6955,0.93,0.016399999999999998,0.0812,0
351,2.48,0.91,0.7254999999999999,0.102,0.094,1.16,45.34,3.97,82.68,0.0206,11.04,5.66,-0.67,4.34,1.24,128.02,0.207,0.6797,0.93,0.037000000000000005,0.084,0
1182,0.48,1.34,-0.07200000000000001,0.0245,0.024,0.1317,71.37,2.52,50.83,0.1886,5.48,2.21,-0.37,1.6,2.31,122.2,0.0733,0.3236,1.39,0.0264,0.2026,0
553,2.54,0.32,0.7484999999999999,0.0593,0.060700000000000004,1.59,136.21,1.32,22.06,0.6977,26.27,10.43,5.57,14.04,0.88,158.27,0.4429,0.7193,0.32,0.0359,0.3481,0
180,0.88,0.82,0.35009999999999997,0.0349,0.034300000000000004,0.2313,116.38,0.77,30.58,0.36840000000000006,6.74,2.98,-0.45,2.48,1.99,146.96,0.20120000000000002,0.4667,0.82,0.0602,0.4082,0
574,0.34,2.44,0.2181,0.0426,0.0429,0.25,44.83,6.02,76.35,0.2889,4.29,1.29,-0.39,1.84,3.0,121.17,0.2851,0.2501,2.44,0.0358,0.099,0
1358,0.86,0.81,0.035,0.0,0.0173,0.038,61.04,1.47,24.08,0.024399999999999998,2.2,0.21,0.19,0.93,1.35,85.13,0.1176,0.46130000000000004,0.81,0.0216,0.18030000000000002,0
475,1.12,1.13,0.1318,0.0,0.1534,0.5638,89.72,3.01,38.14,0.1043,3.68,1.48,1.24,0.24,1.35,127.86,0.040999999999999995,0.4987,1.13,0.11560000000000001,0.4498,0
50,0.68,0.22,-4.7819,-0.011399999999999999,-0.011399999999999999,-0.08,483.35,0.19,63.08,-3.6965,6.75,1.79,0.28,3.83,1.31,546.43,0.038,0.3967,0.22,-0.08529999999999999,0.22010000000000002,1
640,1.53,1.37,0.4378,0.1063,0.1012,0.3787,47.26,7.62,55.39,0.33399999999999996,3.74,0.62,0.69,1.88,1.27,102.65,0.2959,0.5929,0.84,0.018600000000000002,0.08789999999999999,0
1078,1.95,1.12,0.3935,0.0897,0.0888,0.98,38.82,4.64,141.99,0.3722,15.49,6.14,-1.41,7.87,1.39,180.81,0.30469999999999997,0.6476999999999999,1.12,0.0547,0.12119999999999999,0
1377,0.72,0.89,-0.059500000000000004,0.06709999999999999,0.06480000000000001,0.15,75.06,4.8,31.23,-0.1072,2.37,0.34,0.03,0.91,1.65,106.29,-0.0068000000000000005,0.41479999999999995,0.89,0.0254,0.1632,0
578,0.6,1.62,0.28809999999999997,0.0521,0.052199999999999996,0.24,29.75,9.07,80.32,0.3239,4.54,1.42,-0.45,1.93,2.04,110.07,0.4825,0.3663,1.62,0.032400000000000005,0.085,0
482,0.99,0.84,0.228,0.1264,0.1328,0.3706,120.43,1.49,37.02,0.2615,2.79,1.17,0.27,0.23,1.36,157.44,0.1796,0.47859999999999997,0.84,0.1134,0.5246999999999999,0
1467,1.18,1.48,2.2201,0.031400000000000004,0.0326,0.23,45.73,3.94,166.31,2.0491,6.95,2.84,-0.28,3.08,1.79,212.04,0.18420000000000003,0.5423,1.5,0.027999999999999997,0.11630000000000001,0
1067,0.83,1.73,0.4543,0.0861,0.0742,1.69,37.63,7.18,131.43,0.4771,21.77,4.95,-3.22,15.38,2.08,169.06,0.1566,0.4517,1.73,0.0436,0.09029999999999999,0
1347,0.48,0.75,-0.1251,0.0273,0.0269,0.0386,112.25,1.6,12.81,-0.1124,1.5,-0.07,0.13,0.53,1.63,125.06,-0.1484,0.3237,0.6,0.0256,0.2108,0
547,1.74,0.52,0.1966,0.16670000000000001,0.1574,3.54,99.27,3.63,13.57,0.1953,27.47,11.26,10.71,14.51,1.03,112.84,0.1721,0.6369,0.52,0.0572,0.3583,0
163,0.98,0.8,0.3194,0.25989999999999996,0.23,1.234,88.78,4.05,19.53,0.3301,5.36,3.22,1.17,0.84,1.59,108.31,0.24789999999999998,0.49340000000000006,0.8,0.0675,0.39590000000000003,0
1079,1.97,1.13,0.401,0.13570000000000002,0.13019999999999998,1.51,39.97,6.75,146.85,0.3862,16.23,6.88,-2.29,7.87,1.39,186.82,0.2753,0.65,1.13,0.0545,0.12369999999999999,0
41,0.65,0.77,-0.0672,0.0536,0.052199999999999996,0.35,413.13,0.87,59.15,-0.8423,6.77,1.81,0.14,3.83,2.01,472.27,0.0236,0.38689999999999997,0.77,0.083,0.2777,1
539,2.4,0.44,0.2583,0.32,0.2842,4.23,89.47,4.02,15.28,0.2945,14.88,9.7,8.49,3.14,1.03,104.74,0.2757,0.7105,0.44,0.0471,0.3515,0
493,0.62,1.29,6.0071,0.0086,0.0086,0.0868,127.84,0.7,64.24,2.5624000000000002,3.78,2.04,-0.02,0.23,1.74,192.08,-0.1307,0.37270000000000003,1.29,0.0181,0.43439999999999995,0
1080,1.67,1.16,0.2977,0.1685,0.1567,1.89,38.23,9.42,133.47,0.2702,16.88,7.23,1.59,7.92,1.47,171.7,0.2682,0.6104999999999999,1.21,0.051500000000000004,0.1215,0
1280,0.72,0.8,0.25170000000000003,0.1393,0.1246,0.574,85.09,4.23,18.41,0.2593,4.41,1.08,0.57,2.26,1.72,103.5,0.2759,0.4175,0.8,0.0626,0.3923,0
1370,0.83,0.99,0.1134,0.022400000000000003,0.0218,0.0438,61.03,1.47,32.26,0.113,2.01,0.2,0.13,0.72,1.55,93.29,0.047,0.4508,0.99,0.0277,0.16219999999999998,0
1287,0.47,0.59,0.38159999999999994,0.0728,0.0716,0.607,95.15,2.84,21.59,0.3845,8.48,1.85,0.67,5.53,2.31,116.73,0.2793,0.3179,0.59,0.0653,0.4025,0
1173,0.52,0.98,0.122,0.0118,0.0113,0.0487,67.79,1.33,58.35,0.321,4.31,1.38,-0.33,1.61,1.82,126.13,0.0966,0.33880000000000005,0.98,0.0212,0.20989999999999998,0
454,0.9,0.95,-2.6989,-0.015300000000000001,-0.0144,-0.0309,79.66,2.26,73.0,-3.4977,2.15,0.23,-0.03,0.68,0.9,152.66,-0.0042,0.4736,0.63,-0.0337,0.2187,0
1395,0.68,1.34,-0.1358,0.0311,0.0329,0.095,77.82,2.31,39.03,-0.1386,2.89,0.83,0.36,0.29,1.91,116.86,-0.2784,0.40340000000000004,1.34,0.0359,0.1946,0
610,2.49,1.08,-0.1714,0.0698,0.0689,0.84,42.84,6.3,122.07,-0.1861,12.19,6.21,1.15,4.42,1.44,164.91,0.030600000000000002,0.6318,1.09,0.026600000000000002,0.0944,0
580,0.74,1.47,0.2635,0.016399999999999998,0.0163,0.08,33.4,2.69,94.97,0.21660000000000001,4.62,1.51,-0.03,1.9,1.82,128.36,0.3028,0.419,1.47,0.027000000000000003,0.0894,0
584,1.21,1.23,5.8708,0.09949999999999999,0.10189999999999999,0.52,41.26,2.18,111.91,0.2403,5.08,2.32,-0.2,1.49,1.54,153.17,0.5009,0.5195000000000001,1.23,0.1233,0.10439999999999999,0
984,0.96,1.0,0.5881000000000001,0.0414,0.0406,0.09,68.58,5.25,56.38,0.8954000000000001,2.2,0.91,0.11,0.06,1.35,124.97,-0.1208,0.4858,1.0,0.0245,0.2642,0
1217,2.05,0.73,1.8322999999999998,0.028300000000000002,0.0279,0.15,71.42,1.26,141.09,2.0688999999999997,5.5,2.7,-0.35,1.68,1.11,212.51,0.5888,0.6147,0.82,0.0728,0.26,0
1376,0.73,1.01,0.0276,0.0548,0.0546,0.1224,69.34,3.89,32.71,0.0255,2.24,0.32,0.1,0.81,1.65,102.05,-0.003,0.41729999999999995,1.01,0.0276,0.16190000000000002,0
492,0.66,1.24,-0.9822,0.003,0.003,0.0111,115.3,3.12,51.09,-1.0763,3.74,2.01,-0.27,0.23,1.67,166.39,-0.2191,0.3901,1.24,-0.0025,0.4094,0
691,1.22,1.45,0.1373,0.1128,0.1082,1.2393,30.43,8.87,89.63,0.2757,11.45,6.83,1.21,3.05,1.79,120.06,0.0632,0.5153,1.45,0.0373,0.0877,0
659,1.5,1.32,0.4111,0.2296,0.2089,0.5557,39.7,6.8,57.59,0.4143,2.66,1.3,0.26,0.15,1.77,97.28,0.1344,0.5934,1.32,0.061200000000000004,0.09300000000000001,0
1443,2.16,0.36,0.2079,0.0928,0.0947,0.99,89.25,2.02,29.32,0.1838,10.49,5.86,2.6,3.23,0.78,118.57,0.1158,0.6587000000000001,0.37,0.062400000000000004,0.33399999999999996,0
1514,3.09,0.84,0.12,0.06709999999999999,0.0676,0.49,46.9,3.84,104.78,0.0824,7.19,4.02,1.09,1.68,1.2,151.68,0.0732,0.752,0.84,0.019,0.0741,0
1436,1.67,0.46,0.2144,0.12119999999999999,0.11710000000000001,0.99,87.76,3.08,30.68,0.20620000000000002,11.55,5.61,2.47,4.75,0.94,118.45,0.2359,0.603,0.46,0.0557,0.3389,0
665,1.38,1.13,0.12960000000000002,0.045700000000000005,0.0447,0.1454,35.83,2.51,63.04,0.1508,3.25,1.84,0.05,0.09,1.57,98.86,0.2501,0.5710999999999999,1.13,0.0356,0.06570000000000001,0
